#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2014-10-14T19:43:18 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ543d562336ef	
#INFO	-out.max=unlimited	
#INFO	queryParameters=27	
#-oc.form=dec
#-out.max=unlimited
#-order=I
#-out.src=VII/155/rc3
#-nav=cat:VII/155&tab:{VII/155/rc3}&key:source=VII/155&HTTPPRM:&&-ref=VIZ543d562336ef&-out.max=50&-out.form=HTML Table&-oc.form=sexa&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-order=I&-out=RA2000&-out=DE2000&-out=name&-out=altname&-out=PGC&-out=type&-out=T&-out=lumcl&-out=D25&-out=R25&-out=PA&-out=BT&-out=BT_code&-out=BoT&-out=V21&-out=cz&-file=.&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&-out.src=VII/155/rc3
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=VII/155/rc3
#-order=I
#-out=RA2000
#-out=DE2000
#-out=name
#-out=altname
#-out=PGC
#-out=type
#-out=T
#-out=lumcl
#-out=D25
#-out=R25
#-out=PA
#-out=BT
#-out=BT_code
#-out=BoT
#-out=V21
#-out=cz
#

#RESOURCE=yCat_7155
#Name: VII/155
#Title: Third Reference Cat. of Bright Galaxies (RC3) (de Vaucouleurs+ 1991)
#Coosys	B2000:	eq_FK4 B2000
#Table	VII_155_rc3:
#Name: VII/155/rc3
#Title: The revised RC3 catalog
#Column	RA2000	(A10)	Right Ascension 2000 (hours)	[ucd=pos.eq.ra;meta.main]
#Column	DE2000	(A9)	Declination 2000 (degrees)	[ucd=pos.eq.dec;meta.main]
#Column	name	(a12)	Name	[ucd=meta.id]
#Column	altname	(a15)	Alternate name	[ucd=meta.id]
#Column	PGC	(a11)	PGC number	[ucd=meta.id;meta.main]
#Column	type	(a7)	Type	[ucd=src.morph.type]
#Column	T	(F4.1)	? T (Hubble stage)	[ucd=src.morph.type]
#Column	lumcl	(F4.1)	? Luminosity class (file "\begin{tex}\vFile{VII/155/./mtypes.tex}{mtypes.tex}\end{tex}")	[ucd=src.class.luminosity]
#Column	D25	(F5.2)	? Log D25	[ucd=phys.angSize;src]
#Column	R25	(F5.2)	? Log R25 (isophotal diameter ratio)	[ucd=phys.size;arith.ratio]
#Column	PA	(I3)	? Position angle of the major axis [NULL integer written as an empty string]	[ucd=pos.posAng]
#Column	BT	(F5.2)	? BT (total B magnitude)	[ucd=phot.mag;em.opt.B]
#Column	BT_code	(A1)	? BT code	[ucd=meta.code]
#Column	BoT	(F5.2)	? BoT	[ucd=phot.mag;em.opt.B]
#Column	V21	(I5)	? V21 (heliocentric radial velocity) [NULL integer written as an empty string]	[ucd=phys.veloc;pos.heliocentric]
#Column	cz	(I5)	? Vopt= cz [NULL integer written as an empty string]	[ucd=phys.veloc;pos.heliocentric]
#RA2000;DE2000;name;altname;PGC;type;T;lumcl;D25;R25;PA;BT;BT_code;BoT;V21;cz
#"h:m:s";"d:m:s"; ; ; ; ; ; ;[0.1arcmin]; ;deg;mag; ;mag;km/s;km/s
#----------;---------;------------;---------------;-----------;-------;----;----;-----;-----;---;-----;-;-----;-----;-----
00 44 41.9;+45 25 17;            ; UGC   471     ;PGC 2645   ;.SAS4..; 4.0;    ; 1.19; 0.07; 50;     ; ;     ;     ;
00 44 54.5;+16 56 16;            ; UGC   472     ;PGC 2649   ;.I..9*.;10.0;    ; 1.14; 0.27;115;     ; ;     ; 4666;
00 44 56.8;+27 26 57;A   0042+27 ;               ;PGC 2650   ;       ;    ;    ;     ;     ;   ;     ; ;     ;     ; 5400
00 44 59.6;-56 22 48;            ; ESO  150- 21  ;PGC 2651   ;.LXT+..;-1.0;    ; 1.15; 0.06;120;     ; ;13.90;     ; 8400
00 45 01.9;-60 45 36;            ; ESO  112-  9  ;PGC 2652   ;.LA.0*/;-2.0;    ; 1.17; 0.48; 24;     ; ;14.89;     ;10500
00 45 00.0;+06 08 00;NGC   240   ; UGC   473     ;PGC 2653   ;.S..0..; 0.0;    ; 1.01; 0.05;   ;     ; ;     ;     ;
00 45 06.4;+25 46 54;            ; CGCG 479- 68  ;PGC 2655   ;       ;    ;    ;     ;     ;   ;     ; ;15.26;13724;
00 45 18.0;+10 31 00;            ; UGC   474     ;PGC 2659   ;.S..6*.; 6.0;    ; 0.96; 0.98; 83;     ; ;     ;11973;
00 45 30.0;+38 02 00;And I       ;               ;PGC 2666   ;.E.3.P$;-5.0;    ;     ;     ;   ;     ; ;     ;     ;
00 45 33.3;-26 33 54;IC   1579   ; ESO  474- 22  ;PGC 2667   ;.SBR4*.; 4.5;    ; 0.97; 0.18;  6;     ; ;     ;     ;
00 45 46.3;-15 35 49;NGC   244   ; MCG -3- 3-  3 ;PGC 2675   ;.L...P?;-1.7;    ; 1.09; 0.08;   ;     ; ;     ;  944;  957
00 45 51.9;-31 11 55;            ; ESO  411- 10  ;PGC 2679   ;.SBR4..; 4.0; 1.1; 1.09; 0.14; 75;     ; ;14.43;     ; 5799
00 45 54.8;+25 15 46;            ; MCG  4- 2- 53 ;PGC 2680   ;.S?....;    ;    ; 0.92; 0.27;   ;     ; ;14.75;13714;
00 45 57.9;-20 36 31;            ; ESO  540- 19  ;PGC 2683   ;.S?....;    ;    ; 0.96; 0.12; 98;     ; ;14.53;     ; 4113
00 46 00.8;+29 57 30;NGC   243   ; MCG  5- 2- 43 ;PGC 2687   ;.L?....;    ;    ; 0.97; 0.34;   ;     ; ;14.33; 4787;
00 46 03.7;-11 30 20;A   0043-11 ; MCG -2- 3-  9 ;PGC 2689   ;.SXS9..; 9.0; 8.8; 1.30; 0.06;   ;14.18; ;13.99; 1618;
00 46 05.6;-01 43 20;NGC   245   ; UGC   476     ;PGC 2691   ;.SAT3P$; 3.0; 3.6; 1.14; 0.06;145;     ; ;12.79; 4074; 4123
00 46 09.7;-55 34 07;            ; ESO  150- 22  ;PGC 2693   ;PSXT4?.; 3.6; 4.4; 1.13; 0.49; 89;     ; ;     ;     ;
00 46 13.0;+19 29 22;            ; UGC   477     ;PGC 2699   ;.S..8*.; 8.0;    ; 1.51; 0.71;167;     ; ;13.71; 2649; 2662
00 46 19.4;+51 13 04;            ; UGC   475     ;PGC 2704   ;.S..6*.; 6.0;    ; 1.20; 0.38;105;     ; ;12.33; 5271;
00 46 24.3;-13 26 34;IC     51   ; MCG -2- 3- 11 ;PGC 2710   ;.L...P?;-2.0;    ; 1.13; 0.04;   ;     ; ;     ;     ;
00 46 24.5;+29 37 23;            ; MCG  5- 2- 45 ;PGC 2711   ;.SB?...;    ;    ; 0.94; 0.05;   ;     ; ;15.02; 4969;
00 46 25.4;+30 14 18;            ; UGC   478     ;PGC 2712   ;.S..1..; 1.0;    ; 1.13; 0.71;116;     ; ;13.62; 4995; 5008
00 46 27.5;+25 37 12;            ; CGCG 479- 71  ;PGC 2714   ;       ;    ;    ;     ;     ;   ;     ; ;15.30;13549;
00 46 28.6;+31 48 35;            ; UGC   479     ;PGC 2717   ;RSBS2..; 2.0;    ; 1.04; 0.22; 15;     ; ;14.45; 6253;
00 46 32.0;+36 19 33;            ; UGC   480     ;PGC 2720   ;.S?....;    ;    ; 1.19; 0.12;   ;     ; ;12.97;     ;11173
00 46 36.0;+08 28 00;            ; UGC   482     ;PGC 2721   ;.S..5..; 5.0;    ; 0.96; 0.05;   ;     ; ;     ;11848;
00 46 36.7;+29 43 22;            ; MCG  5- 2- 47 ;PGC 2722   ;       ;    ;    ; 0.92; 0.09;   ;     ; ;14.62; 4816;
00 46 38.7;+36 19 53;            ; MCG  6- 2- 17 ;PGC 2726   ;.S?....;    ;    ; 0.89; 0.24; 11;     ; ;14.81;     ;11093
00 46 39.6;+31 42 59;            ; CGCG 501-  6  ;PGC 2727   ;       ;    ;    ;     ;     ;   ;     ; ;15.16; 5982;
00 46 41.4;-51 00 01;            ; ESO  194- 37  ;PGC 2732   ;       ;    ;    ; 0.97; 0.16;   ;     ; ;15.22;     ; 9500
00 46 43.2;-35 47 49;            ; ESO  351-  5  ;PGC 2734   ;.S?....;    ;    ; 1.00; 0.10;122;     ; ;14.95;     ; 6125
00 46 48.8;+29 48 05;            ; CGCG 500- 89  ;PGC 2738   ;       ;    ;    ;     ;     ;   ;     ; ;14.90; 5230;
00 46 56.4;+32 40 27;A   0044+32 ; UGC   484     ;PGC 2743   ;PSBS3..; 3.0;    ; 1.38; 0.47; 25;     ; ;12.97; 4859; 5086
00 46 56.5;-21 50 50;            ; ESO  540- 21  ;PGC 2744   ;.S?....;    ;    ; 0.95; 0.24;102;     ; ;14.47;     ; 6564
00 46 56.7;+24 45 29;            ; CGCG 480-  3  ;PGC 2745   ;       ;    ;    ;     ;     ;   ;     ; ;15.24;12677;
00 47 02.4;+30 20 19;            ; UGC   485     ;PGC 2747   ;.S..6*.; 6.0;    ; 1.34; 1.01;179;     ; ;13.06; 5238;
00 47 03.6;-48 43 08;            ; ESO  194- 38  ;PGC 2749   ;.S..6*.; 6.0; 5.6; 1.06; 0.21;102;     ; ;14.33;     ;14807
00 47 04.0;-52 03 00;            ; ESO  194- 39A ;PGC 2750   ;.SA.1?P; 1.0;    ; 0.93; 0.12;   ;     ; ;14.60;     ; 8164
00 47 08.0;-52 03 00;            ; ESO  194- 39B ;PGC 2751   ;.SBS1?P; 1.0;    ; 1.09; 0.44;   ;     ; ;14.82;     ; 8091
00 47 03.8;+28 03 59;            ; CGCG 500- 92  ;PGC 2752   ;       ;    ;    ;     ;     ;   ;     ; ;15.14; 5143;
00 47 06.6;-31 34 50;            ; ESO  411- 13  ;PGC 2753   ;.SBS9*.; 9.0; 8.9; 1.09; 0.47; 37;     ; ;     ;     ;
00 47 07.3;-22 35 38;            ; ESO  474- 25  ;PGC 2754   ;.SXS9*.; 8.8;10.0; 1.02; 0.05;   ;     ; ;15.79; 2850;
00 47 08.7;-20 45 38;NGC   247   ; ESO  540- 22  ;PGC 2758   ;.SXS7..; 7.0; 6.8; 2.33; 0.49;174; 9.67;M; 8.93;  159;
00 47 10.7;+32 41 29;            ; MCG  5- 3-  3 ;PGC 2761   ;.S?....;    ;    ; 0.64; 0.00;   ;     ; ;14.96; 5031; 5023
00 47 12.0;+07 54 00;NGC   250   ; UGC   487     ;PGC 2765   ;.S..0..; 0.0;    ; 1.06; 0.26;153;     ; ;14.22; 5259;
00 47 18.8;+27 49 29;IC   1584   ; UGC   489     ;PGC 2766   ;.SB?...;    ;    ; 1.20; 0.06;   ;     ; ;14.15; 4764;
00 47 19.5;+14 42 12;            ; UGC   488     ;PGC 2768   ;.S..2..; 2.0;    ; 0.95; 0.17; 90;     ; ;14.43;11787;11622
00 47 27.6;-31 25 14;NGC   254   ; ESO  411- 15  ;PGC 2778   ;RLXR+*.;-0.7;    ; 1.39; 0.21;137;12.62; ;12.65; 1624; 1612
00 47 28.1;+50 53 01;A   0044+50 ; UGC   486     ;PGC 2781   ;.SXS3..; 3.0; 2.7; 1.06; 0.10;165;14.33; ;12.92; 5170; 5206
00 47 28.3;+31 39 15;            ; MCG  5- 3-  5 ;PGC 2782   ;.S?....;    ;    ; 0.94; 0.19;   ;     ; ;14.84; 5072;
00 47 33.1;-25 17 18;NGC   253   ; ESO  474- 29  ;PGC 2789   ;.SXS5..; 5.0; 3.3; 2.44; 0.61; 52; 8.04;M; 7.09;  251;  240
00 47 35.8;-20 25 38;A   0045-20A; ESO  540- 23  ;PGC 2791   ;.SBS3P?; 3.0;    ; 1.01; 0.42; 21;     ; ;13.69;     ; 6130
00 47 37.7;-20 31 08;A   0045-20B; ESO  540- 25  ;PGC 2796   ;.SBS5P*; 4.5;    ; 1.01; 0.08;   ;     ; ;14.41;     ; 6351
00 47 41.5;-21 29 26;            ; ESO  540- 27  ;PGC 2799   ;.S?....;    ;    ; 0.80; 0.06;   ;     ; ;14.24;     ; 6402
00 47 46.5;-09 50 08;            ; MCG -2- 3- 15 ;PGC 2800   ;PSB.3*.; 3.0; 3.1; 1.23; 0.57;   ;     ; ;     ;     ;
00 47 47.4;-11 28 08;NGC   255   ; MCG -2- 3- 17 ;PGC 2802   ;.SXT4..; 4.0; 3.5; 1.48; 0.08;   ;12.36; ;12.13; 1600; 1888
00 47 47.5;-09 53 58;A   0045-10 ; MCG -2- 3- 16 ;PGC 2805   ;.SB.7P/; 6.7;    ; 1.48; 0.82;   ;     ; ;     ; 1345;
00 47 53.9;+19 35 47;NGC   251   ; UGC   490     ;PGC 2806   ;.S..5..; 5.0;    ; 1.38; 0.10;105;     ; ;13.66;     ; 4597
00 47 56.3;+22 22 28;IC   1586   ; CGCG 480-  6  ;PGC 2813   ;       ;    ;    ;     ;     ;   ;     ; ;14.74; 5821; 5825
00 48 01.6;+08 17 48;NGC   257   ; UGC   493     ;PGC 2818   ;.S..6*.; 6.0;    ; 1.27; 0.15;105;13.30; ;12.92; 5268; 5248
00 48 01.8;+27 37 24;NGC   252   ; UGC   491     ;PGC 2819   ;RLAR+*.;-1.0;    ; 1.18; 0.14; 80;     ; ;13.08;     ; 5023
00 48 03.3;-02 46 35;NGC   259   ; MCG -1- 3- 15 ;PGC 2820   ;.S..4*/; 4.0; 3.1; 1.45; 0.66;140;     ; ;     ; 3811;
00 48 05.0;-78 35 51;            ; ESO   13-  2  ;PGC 2821   ;.S.1?P/; 1.0;    ; 1.09; 0.58;141;     ; ;     ;     ;
00 48 05.2;-01 33 59;            ; UGC   492     ;PGC 2822   ;.E+..*/;-3.7;    ; 1.08; 0.24;128;     ; ;     ;     ;
00 48 14.4;+27 59 14;            ; CGCG 501- 19  ;PGC 2827   ;       ;    ;    ;     ;     ;   ;     ; ;15.30; 7025;
00 48 15.9;+26 28 01;            ; CGCG 480-  8  ;PGC 2828   ;       ;    ;    ;     ;     ;   ;     ; ;15.40; 5259;
00 48 21.0;-38 14 03;NGC   264   ; ESO  295-  6  ;PGC 2831   ;.LB..*/;-2.0;    ; 1.02; 0.53;113;     ; ;     ;     ;
00 48 18.0;+07 20 00;            ; UGC   495     ;PGC 2833   ;.S..1..; 1.0;    ; 1.06; 0.47;175;     ; ;     ;     ;
00 48 23.8;+04 05 32;IC     52   ; UGC   494     ;PGC 2834   ;.S?....;    ;    ; 0.98; 0.37; 97;     ; ;14.52; 1958;
00 48 34.4;+10 20 19;            ; CGCG 435-  7  ;PGC 2843   ;       ;    ;    ;     ;     ;   ;     ; ;14.79;     ;10763
00 48 34.9;+27 41 27;NGC   260   ; UGC   497     ;PGC 2844   ;.S..6P*; 6.0;    ; 0.97; 0.00;   ;     ; ;13.96; 5208;
00 48 35.5;-12 43 01;A   0046-12 ; MCG -2- 3- 19 ;PGC 2845   ;RLB.0P?;-2.0;    ; 0.93; 0.14;   ;     ; ;     ; 6407; 6361
00 48 44.8;-11 46 01;            ; MCG -2- 3- 20 ;PGC 2853   ;.SBT3?.; 3.0; 5.3; 1.11; 0.27;   ;     ; ;     ; 5744;
00 48 46.7;+31 57 20;NGC   262   ; UGC   499     ;PGC 2855   ;.SAS0*.; 0.0;    ; 1.03; 0.00;   ;13.90; ;13.94; 4507; 4719
00 48 48.0;+11 22 00;            ; UGC   500     ;PGC 2857   ;.SX.4..; 4.0;    ; 1.06; 0.02;   ;     ; ;14.68;12008;
00 48 53.8;-02 22 45;A   0046-02 ;               ;PGC 2861   ;.I..9*.;10.0;    ; 0.46; 0.08;   ;15.06; ;14.81;     ; 4001
00 49 02.2;+28 13 07;            ; UGC   501     ;PGC 2865   ;.S..6*.; 6.0;    ; 1.22; 0.94;110;     ; ;13.56; 5090;
00 49 00.0;+04 31 00;            ; UGC   503     ;PGC 2867   ;.I..9..;10.0;    ; 0.96; 0.05;   ;     ; ;     ;12199;
00 49 06.0;+46 11 00;            ; UGC   502     ;PGC 2869   ;.S..9*.; 9.0;    ; 1.11; 0.04;   ;     ; ;     ;     ;
00 49 18.4;-49 28 40;            ; ESO  195-  3  ;PGC 2876   ;PSAT3..; 3.3;    ; 0.95; 0.14; 35;     ; ;14.49;     ; 9700
00 49 24.0;+12 11 00;            ; UGC   504     ;PGC 2882   ;.S?....;    ;    ; 1.07; 0.11;   ;     ; ;     ;11299;
00 49 26.1;-01 46 14;            ; UGC   505     ;PGC 2883   ;.SBT4*.; 4.0; 3.1; 1.12; 0.15;135;     ; ;14.25; 3856;
00 49 34.3;+23 34 40;            ; MCG  4- 3-  8 ;PGC 2886   ;.S?....;    ;    ; 0.94; 0.11;   ;15.18;S;14.70;     ;16014
00 49 34.8;-46 52 34;            ; ESO  243-  2  ;PGC 2887   ;PSAT3..; 3.3;    ; 0.99; 0.03; 10;     ; ;14.65;     ; 8855
00 49 35.4;+23 35 28;            ; MCG  4- 3-  7 ;PGC 2888   ;.S?....;    ;    ; 0.52; 0.46;   ;16.24;S;15.25;     ;15966
00 49 35.5;+01 06 58;            ; UGC   507     ;PGC 2889   ;.S..6*/; 5.5;    ; 1.28; 0.90;128;     ; ;13.61; 5277;
00 49 36.0;+23 35 02;            ; MCG  4- 3-  9 ;PGC 2890   ;.S?....;    ;    ; 0.34; 0.11;   ;16.14;S;15.64;     ;17087
00 49 36.9;+23 34 22;            ;               ;PGC 2892   ;.S?....;    ;    ;     ;     ;   ;16.24;S;15.92;     ;16341
00 49 39.2;+22 55 56;            ; UGC   506     ;PGC 2894   ;.S?....;    ;    ; 1.15; 0.17;   ;     ; ;13.88;     ; 7461
00 49 46.4;+31 36 00;            ; UGC   509     ;PGC 2899   ;.S..6*.; 6.0;    ; 1.11; 0.44; 35;     ; ;     ; 5136;
00 49 48.2;+32 16 43;NGC   266   ; UGC   508     ;PGC 2901   ;.SBT2..; 2.0;    ; 1.47; 0.01;   ;12.54; ;12.16; 4661; 4682
00 49 49.4;-21 00 58;A   0047-21 ; ESO  540- 31  ;PGC 2902   ;.IBS9*.;10.0; 9.6; 1.23; 0.37; 42;15.19; ;14.89;  301;
00 49 53.6;+25 24 23;            ; CGCG 480- 12  ;PGC 2908   ;       ;    ;    ;     ;     ;   ;     ; ;15.33;15158;
00 49 54.1;-39 38 16;            ; ESO  295- 10  ;PGC 2909   ;RSBR1..; 1.0;    ; 1.19; 0.50;  9;     ; ;13.53;     ; 7253
00 49 58.4;+21 43 10;            ; UGC   510     ;PGC 2914   ;.S..6*.; 6.0;    ; 1.10; 0.57; 20;     ; ;14.16; 4536;
00 50 03.5;-03 33 31;            ; MCG -1- 3- 16 ;PGC 2918   ;.SXT4..; 4.0; 5.3; 1.05; 0.10;   ;     ; ;     ;     ;
00 50 03.9;-66 33 10;            ; ESO   79-  7  ;PGC 2919   ;.LA.0P.;-2.0;    ; 1.21; 0.09;178;     ; ;13.68;     ; 1653
00 50 06.0;+07 55 00;            ; UGC   512     ;PGC 2922   ;.S..8*.; 8.0;    ; 1.04; 0.23;135;     ; ;14.29; 5392;
00 50 09.5;-05 11 39;NGC   268   ; MCG -1- 3- 17 ;PGC 2927   ;.SBS4*.; 4.0; 2.4; 1.20; 0.14;105;13.56; ;13.03;     ; 5485
00 50 10.2;+31 43 52;            ; UGC   511     ;PGC 2928   ;.S..6*.; 6.0;    ; 1.22; 0.65;105;     ; ;14.09; 4591;
00 50 12.2;+24 29 42;            ; MCG  4- 3- 11 ;PGC 2930   ;.SB?...;    ;    ; 0.78; 0.09;   ;     ; ;15.12;10103;
00 50 21.3;-41 14 35;            ; ESO  295- 12  ;PGC 2932   ;.S?....;    ;    ; 0.98; 0.14;162;     ; ;14.23;     ; 7050
00 50 24.6;-19 54 23;            ; ESO  540- 32  ;PGC 2933   ;.IXS9P*;10.0;10.9; 1.22; 0.21;  0;     ; ;     ;     ;
00 50 24.0;+11 43 00;            ; UGC   513     ;PGC 2934   ;.S?....;    ;    ; 1.00; 0.25;  8;     ; ;14.53;11901;
00 50 25.6;+24 31 14;            ; MCG  4- 3- 12 ;PGC 2935   ;       ;    ;    ; 0.64; 0.11;   ;     ; ;14.97;10135;10200
00 50 27.6;-05 51 32;            ; MCG -1- 3- 18 ;PGC 2936   ;PLAR-?.;-3.0;    ; 1.17; 0.00;   ;     ; ;     ;     ;
00 50 32.5;-08 39 08;NGC   270   ; MCG -2- 3- 27 ;PGC 2938   ;.L..+..;-1.0;    ; 1.24; 0.05; 15;     ; ;     ;     ;
00 50 36.0;-15 17 00;            ; MCG -3- 3-  5 ;PGC 2943   ;.SXS8?.; 8.0; 7.5; 1.18; 0.36; 80;     ; ;     ; 5709;
00 50 36.0;+12 06 00;            ; UGC   515     ;PGC 2946   ;.S..8*.; 8.0;    ; 0.98; 0.10;   ;     ; ;     ;11799;
00 50 41.4;-52 13 15;            ;               ;PGC 2948   ;RLBR+*.;-1.0;    ; 1.05; 0.06;   ;     ; ;     ;     ;
00 50 42.0;-01 54 32;NGC   271   ; UGC   519     ;PGC 2949   ;PSBT2..; 1.5;    ; 1.33; 0.10;130;     ; ;12.56;     ; 4098
00 50 42.0;+10 36 00;IC     53   ; UGC   516     ;PGC 2951   ;.L..-*.;-3.0;    ; 1.06; 0.01;   ;     ; ;     ;     ;
00 50 47.7;-55 36 29;            ; ESO  150- 24  ;PGC 2958   ;.S.2?P/; 1.5;    ; 1.28; 0.96;154;     ; ;     ;     ;
00 50 48.5;-06 53 10;NGC   273   ; MCG -1- 3- 19 ;PGC 2959   ;.L..../;-2.0;    ; 1.34; 0.52;105;13.87; ;     ;     ;
00 50 49.6;+30 09 46;            ; UGC   518     ;PGC 2960   ;.SBR5..; 5.0;    ; 0.98; 0.04;   ;     ; ;14.57;10384;
00 50 51.1;+28 41 59;            ; CGCG 501- 24  ;PGC 2964   ;       ;    ;    ;     ;     ;   ;     ; ;15.34; 4992;
00 50 53.8;-55 29 29;            ; ESO  150- 25  ;PGC 2971   ;PSBR1..; 1.0;    ; 0.99; 0.34;  3;     ; ;     ;     ;
00 51 01.9;-07 03 27;NGC   274   ; MCG -1- 3- 21 ;PGC 2980   ;.LXR-P.;-3.0;    ; 1.18; 0.01;   ;     ; ;12.54; 1750; 1765
00 51 04.4;-07 03 56;NGC   275   ; MCG -1- 3- 22 ;PGC 2984   ;.SBT6P.; 6.0;    ; 1.19; 0.14; 90;     ; ;12.71; 1744; 1784
00 51 04.6;-32 25 17;            ; ESO  351- 11  ;PGC 2985   ;.S.R0..;-0.1;    ; 1.07; 0.48;163;     ; ;14.13;     ; 9643
00 51 12.0;+12 01 00;            ; UGC   521     ;PGC 2992   ;.I..9..;10.0;    ; 0.98; 0.15; 50;     ; ;14.76;  659;
00 51 17.2;-08 35 50;NGC   277   ; MCG -2- 3- 28 ;PGC 2995   ;.L..-..;-3.0;    ; 1.14; 0.06;   ;     ; ;     ;     ; 4411
00 51 21.6;-08 01 21;            ;               ;PGC 2999   ;.SXS8?/; 8.0; 7.5; 1.07; 0.38;   ;     ; ;     ;     ;
00 51 23.0;-08 31 08;            ; MCG -2- 3- 29 ;PGC 3004   ;.SBT7..; 7.0; 6.4; 1.13; 0.28;   ;     ; ;     ; 4229;
00 51 26.9;+40 43 29;            ; UGC   522     ;PGC 3011   ;.S..3..; 3.0; 3.5; 0.99; 0.13; 65;15.30; ;14.27; 5855;
00 51 24.0;-03 07 00;            ; MCG -1- 3- 23 ;PGC 3012   ;.SB?...;    ;    ; 1.08; 0.42;   ;     ; ;     ; 3980;
00 51 30.0;-12 50 42;IC     56   ; MCG -2- 3- 30 ;PGC 3014   ;.SXR6*.; 6.0; 5.3; 0.92; 0.03;   ;     ; ;     ;     ; 6090
00 51 34.8;+29 24 03;            ; UGC   524     ;PGC 3019   ;PSBS3..; 3.0;    ; 0.95; 0.00;   ;     ; ;14.12;10779;10781
00 51 35.0;+29 42 51;            ; UGC   525     ;PGC 3020   ;.SB?...;    ;    ; 1.18; 0.31;150;15.13;S;14.38; 4931;
00 51 36.0;+52 06 00;            ; UGC   523     ;PGC 3023   ;.S..2..; 2.0;    ; 1.04; 0.37; 50;     ; ;     ;     ;
00 51 36.0;+03 11 00;            ; UGC   526     ;PGC 3024   ;.S..8*.; 8.0;    ; 0.96; 0.39; 94;     ; ;     ; 5418;
00 51 42.5;+22 31 08;            ; CGCG 480- 16  ;PGC 3027   ;       ;    ;    ; 0.95; 0.95;   ;     ; ;15.69; 7296;
00 51 42.0;+03 05 00;            ; UGC   527     ;PGC 3031   ;.S..9*.; 9.0;    ; 0.97; 0.17; 15;     ; ;     ; 1951;
00 51 51.3;-12 46 04;IC     56A  ;               ;PGC 3035   ;.SB.9?.; 9.0;    ; 0.59; 0.15;   ;     ; ;     ;     ;12570
00 51 54.0;-16 24 00;A   0049-16 ; MCG -3- 3-  6 ;PGC 3042   ;.SXR4*.; 4.0; 3.0; 1.00; 0.00;  5;     ; ;     ;     ;
00 51 59.8;-00 29 12;            ; MCG  0- 3- 18 ;PGC 3043   ;       ;    ;    ; 0.64; 0.28;   ;15.25; ;15.08;     ; 1725
00 52 02.1;-42 52 48;            ; ESO  243-  7  ;PGC 3046   ;.SB.5?.; 5.0; 5.6; 1.06; 0.37; 95;     ; ;     ;     ;
00 52 04.6;+47 33 00;NGC   278   ; UGC   528     ;PGC 3051   ;.SXT3..; 3.0; 3.9; 1.32; 0.02;   ;11.47; ;10.67;  641;  622
00 52 06.6;-22 40 49;NGC   276   ; ESO  474- 34  ;PGC 3054   ;.SXR3?P; 3.4;    ; 1.01; 0.40; 90;     ; ;15.00;     ;13846
00 52 09.2;-02 13 04;NGC   279   ; UGC   532     ;PGC 3055   ;PLXR+P*;-1.3;    ; 1.21; 0.12;  5;     ; ;13.45;     ; 3889
00 52 12.3;+29 40 33;            ; UGC   529     ;PGC 3057   ;.S..0..; 0.0;    ; 0.94; 0.61; 93;     ; ;13.87;     ; 5564
00 52 13.9;+44 19 53;            ; UGC   530     ;PGC 3058   ;.S..1..; 1.0;    ; 1.02; 0.60;  0;     ; ;     ;     ;
00 52 17.3;-03 58 04;            ; MCG -1- 3- 27 ;PGC 3062   ;.S..7?.; 7.0; 6.4; 1.17; 0.45;   ;     ; ;     ;     ;
00 52 25.4;-65 13 37;            ; ESO   79-  7A ;PGC 3070   ;.L?....;    ;    ; 1.25; 0.39; 80;     ; ;14.96;     ; 6577
00 52 24.0;+14 31 00;            ; UGC   533     ;PGC 3072   ;.S..6*.; 6.0;    ; 1.18; 0.42;120;     ; ;14.13; 5475;
00 52 24.0;+26 08 00;            ; UGC   535     ;PGC 3075   ;.SBS3..; 3.0;    ; 1.00; 0.24;145;     ; ;14.67;14797;
00 52 30.0;+24 20 00;NGC   280   ; UGC   534     ;PGC 3076   ;.SB?...;    ;    ; 1.23; 0.18; 95;     ; ;13.68;10169;
00 52 35.0;+29 12 34;            ; UGC   536     ;PGC 3081   ;.S?....;    ;    ; 0.96; 0.29; 50;     ; ;     ; 4863;
00 52 30.0;+06 01 00;            ; UGC   537     ;PGC 3082   ;.I..9..;10.0;    ; 0.96; 0.00;   ;     ; ;     ; 5202;
00 52 38.1;-72 48 01;SMC         ; ESO   29- 21  ;PGC 3085   ;.SBS9P.; 9.0; 7.0; 3.50; 0.23; 45; 2.70;S; 2.28;  175;  190
00 52 36.0;+06 03 00;            ; UGC   538     ;PGC 3087   ;.S..6*.; 6.0;    ; 1.00; 0.33;   ;     ; ;     ;     ;
00 52 42.2;-31 12 22;NGC   289   ; ESO  411- 25  ;PGC 3089   ;.SBT4..; 4.0; 2.2; 1.71; 0.15;130;11.72; ;11.40; 1631; 1690
00 52 45.2;-83 51 26;            ; ESO    2- 10  ;PGC 3094   ;.L..-/*;-3.3;    ; 1.14; 0.24;110;     ; ;     ;     ;
